date,agency,subject,message,station,cause
11/29/22 3:30 AM,NYC,"MANH, 2 Train, Delays",Northbound 2 trains are running with delays after we performed urgent track maintenance near Chambers St. Northbound 2 trains have resumed local service from Chambers St to 14 St.,Chambers St,track maintenance
11/29/22 3:17 AM,NYC,"MANH, 1 and 2 Trains, Delays",Southbound 1/2 trains are delayed while we investigate the source of smoke at 14 St.,14 St,smoke
11/29/22 3:13 AM,NYC,"BX, 2 Train, Delays",Northbound 2 trains are delayed while NYPD and EMS responds to an injured passenger at Prospect Av.,Prospect Av,EMS
11/29/22 2:59 AM,NYC,"MANH, A Train, Delays",Northbound A trains are running with delays after NYPD removed someone who was being disruptive on a train at 116 St.,116 St,disruptive
11/29/22 2:44 AM,NYC,"QNS, E Train, Local to Express","Southbound E trains are running express from Jackson Hts-Roosevelt Av to Queens Plaza while we replace a rail near 36 St. For service to/from bypassed stations, take a northbound train.",36 St,rail
11/29/22 2:42 AM,NYC,"MANH, 1 Train, Part Suspended",There is no 1 service in both directions between Rector St and South Ferry while we address a switch problem at South Ferry. The last stop on southbound 1 trains will be Rector St. For service between Rector St and South Ferry consider nearby N trains.,South Ferry,switch
11/29/22 2:38 AM,NYC,"MANH, Q Train, Delays",Southbound Q trains are running with delays after NYPD responded to someone being disruptive at 23 St.,23 St,disruptive
11/29/22 2:05 AM,NYC,"MANH, 1 Train, Delays",1 trains are delayed in both directions while we address a switch problem at South Ferry. The last stop on southbound 1 trains will be Chambers St.,South Ferry,switch
11/29/22 1:47 AM,NYC,"MANH, 2 Train, Local to Express","Northbound 2 trains are running on the express track from Chambers St to 14 St while we conduct urgent track maintenance near Chambers St. For service to/from bypassed stations, take a southbound train.",Chambers St,track maintenance
11/29/22 1:42 AM,NYC,"MANH, 1 and 2 Trains, Delays",Northbound 1/2 trains are running with delays after NYPD responded to a customer altercation at 96 St.,96 St,customer altercation
11/29/22 1:40 AM,NYC,"MANH, 4 and 6 Trains, Delays",Northbound 4/6 trains are delayed while NYPD responds to a person being disruptive at 125 St.,125 St,disruptive
11/28/22 11:38 PM,NYC,"BKLYN, L Train, Delays",8 Av-bound L trains are delayed while NYPD and EMS respond to someone in need of medical assistance at Graham Av.,Graham Av,EMS
11/28/22 11:33 PM,NYC,"MANH, D Train, Delays",Northbound D trains are delayed while NYPD responds to a customer altercation at 59 St-Columbus Circle.,59 St-Columbus Circle,customer altercation
11/28/22 11:30 PM,NYC,"MANH, 1 Train, Delays","Northbound 1 trains are running express from 72 St to 96 St while NYPD responds to a person being disruptive aboard a train at 96 St. For service to/from bypassed stations, take a southbound train.",96 St,disruptive
11/28/22 11:05 PM,NYC,"MANH, N and R Trains, Delays",Southbound N/R trains are delayed while we investigate why a train's brakes were activated at Canal St.,Canal St,brake
11/28/22 10:21 PM,NYC,"BKLYN, A and C Trains, Delays",Southbound A/C trains are running with delays after NYPD responded to a person being disruptive at Jay St-MetroTech.,Jay St-MetroTech,disruptive
11/28/22 10:07 PM,NYC,"MANH, 2 and 3 Trains, Multiple Changes","Northbound 2/3 trains are delayed while we address a mechanical problem on a train at Wall St. There is no northbound 2/3 service from Brooklyn to Manhattan. Northbound 2 trains are running express from Franklin Av-Medgar Evers College to Atlantic Av-Barclays Ctr and will run via 5 line from Nevins St to 149 St-Grand Concourse. Northbound 3 trains are holding in stations in Brooklyn. As an alternative, consider using 4/A/C/N/Q/R trains",Wall St,mechanical problem
11/28/22 9:53 PM,NYC,"QNS, N and W Trains, Delays",Northbound N/W trains are delayed while we request NYPD assistance with people being disruptive on a train at Queensboro Plaza.,Queensboro Plaza,disruptive
11/28/22 9:47 PM,NYC,"MANH, 2 and 3 Trains, Delays",Northbound 2/3 trains are delayed while we address a mechanical problem on a train at Wall St. Some northbound 2 trains will run via 5 line from Nevins St to 149 St-Grand Concourse. Listen for announcements at Nevins St to see if your train will be rerouted.,Wall St,mechanical problem
11/28/22 7:34 PM,NYC,"BKLYN, 4 and 5 Trains, Express to Local",Northbound 4/5 trains are running local from Franklin Av-Medgar Evers College to Atlantic Av-Barclays Ctr. NYPD is responding to a person being disruptive at Franklin Av-Medgar Evers College.,Franklin Av-Medgar Evers College,disruptive
11/28/22 7:31 PM,NYC,"MANH, E and M Trains, Delays",Jamaica-bound E and Forest Hills-bound M trains are running with delays after NYPD conducted an investigation at 5 Av/53 St.,5 Av/53 St,investigation
11/28/22 7:04 PM,NYC,"MANH, B and D Trains, Delays",Northbound B/D trains are delayed while we address a door problem on a train at 7 Av.,7 Av,door
11/28/22 6:53 PM,NYC,"SI, SIR Train, Delays",The 7:03 PM SIR trip from St George to Great Kills will not run. The 7:01 PM SIR trip from St George to Tottenville will make all stops instead. We're running as much service as we can with the train crews we have available.,,We're running as much service as we can
11/28/22 6:39 PM,NYC,"E, F, M, and R Trains, Delays",E/F/M/R trains are experiencing delays in both directions following multiple incidents in Queens and Manhattan. What Happened? We addressed a signal problem near Jackson Hts-Roosevelt Av. NYPD conducted an investigation at Forest Hills-71 Av. EMS responded to a person in need of medical attention at 50 St.,Jackson Hts-Roosevelt Av,signal
11/28/22 6:34 PM,NYC,"MANH, A and D Trains, Delays",Northbound A/D trains are delayed while we address a signal problem near 135 St.,135 St,signal
11/28/22 6:31 PM,NYC,"BKLYN, L Train, Delays",L trains are running with delays in both directions after we moved a train that had its brakes activated near Morgan Av.,Morgan Av,brake
11/28/22 6:01 PM,NYC,"QNS, M and R Trains, Delays",M/R trains are delayed in both directions while NYPD conducts an investigation at Forest Hills-71 Av.,Forest Hills-71 Av,investigation
11/28/22 5:59 PM,NYC,"MANH, QNS, 7 Train, Part Suspended",No 7 service from Queens to Manhattan. 34 St-Hudson Yards-bound 7 trains will end at Hunters Point Av or Queensboro Plaza. 7 trains are delayed in both directions while we investigate why a train's brakes activated at 5 Av. Consider taking a E/M/N/R or W train for service from Queens to Manhattan.,Hunters Point Av or Queensboro Plaza,brake
11/28/22 5:53 PM,NYC,"BKLYN, A, C, and F Trains, Delays",Northbound A/C/F trains are running with delays after we addressed a signal problem near High St. Trains have resumed making regular stops.,High St,signal
11/28/22 5:50 PM,NYC,"MANH, A, C, E, F, and M Trains, Multiple Changes","Northbound: E trains are running on the M line from W 4 St-Wash Sq to 5 Av/53 St C trains are running express from Canal St to 59 St-Columbus Circle What's Happening? EMS is responding to a person in need at 50 St. Additional Service Updates: If your stop is skipped, take a southbound train. The last stop on some northbound E trains will be 168 St on the C line. Expect delays in A/C/E/F/M service while trains share tracks.",50 St,EMS
11/28/22 5:35 PM,NYC,"MANH, E Train, Delays",Northbound E trains are delayed while we request EMS assistance for a person in need at 50 St.,50 St,EMS
11/28/22 5:25 PM,NYC,"MANH, F and M Trains, Delays",179 St-bound F and 71 Av-bound M trains are delayed while NYPD conducts an investigation at 34 St-Herald Sq.,34 St-Herald Sq,investigation
11/28/22 5:22 PM,NYC,"BKLYN, A Train, Delays",Northbound A trains are running with delays after NYPD conducted an investigation at Euclid Av.,Euclid Av,investigation
11/28/22 5:11 PM,NYC,"QNS, N and W Trains, Delays",Northbound N/W trains are delayed while we address a door problem on a train at 39 Av-Dutch Kills.,39 Av-Dutch Kills,door
11/28/22 5:05 PM,NYC,"MANH, 4, 5, and 6 Trains, Multiple Changes","Southbound 6 trains are running express from 125 St to Grand Central-42 St. Expect delays in 4/5 service. If your stop is skipped, take a northbound train. We are working to correct a door problem on a train at 96 St.",96 St,door
11/28/22 4:52 PM,NYC,"QNS, F Train, Delays",F trains are delayed in both directions while we request EMS assistance for a person in need aboard a train at Jamaica-179 St.,Jamaica-179 St,EMS
11/28/22 4:52 PM,NYC,"BKLYN, A and C Trains, Delays",Northbound A/C trains are delayed while we address a signal problem near Hoyt-Schermerhorn Sts.,Hoyt-Schermerhorn Sts,signal
11/28/22 4:32 PM,NYC,"QNS, E and F Trains, Delays",Southbound E/F trains are delayed while we address a signal problem near Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,signal
11/28/22 3:49 PM,NYC,"BKLYN, L Train, Delays",L trains are running with delays in both directions after we moved a train that had its brakes activated near Morgan Av. L service has resumed between Bedford Av and Myrtle-Wyckoff Avs.,Morgan Av,brake
11/28/22 3:25 PM,NYC,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains are delayed while we investigate why a train's brakes activated near Morgan Av.,Morgan Av,brake
11/28/22 3:02 PM,NYC,"MANH, 1, 2, and 3 Trains, Multiple Changes",Northbound 2/3 trains are running local from Chambers St to 34 St-Penn Station. Expect delays in 1 service. We are investigating why a train's brakes activated near Franklin St. Additional Service Changes: Some northbound 2 trains are running via the 5 line from Nevins St to 149 St-Grand Concourse.,Franklin St,brake
11/28/22 2:07 PM,NYC,"BKLYN, B and Q Trains, Stations Skipped",Northbound B/Q trains are bypassing Church Av because of an NYPD investigation at that station.,that station,investigation
11/28/22 1:48 PM,NYC,"BKLYN, MANH, L Train, Delays",8 Av-bound L trains delayed while we investigate why a train's brakes were activated near Bushwick Av-Aberdeen St.,Bushwick Av-Aberdeen St,brake
11/28/22 1:26 PM,NYC,"MANH, 4, 5, and 6 Trains, Multiple Changes",Southbound 4/5 trains are running local from 14 St-Union Sq to Grand Central-42 St while we request EMS assistance for someone at 14 St-Union Sq. You may wait longer for a southbound 6 train as they share track with these rerouted trains.,14 St-Union Sq,EMS
11/28/22 1:20 PM,NYC,"MANH, 6 Train, Delays",Southbound 6 trains are delayed while we address a train with a door problem at 86 St.,86 St,door
11/28/22 1:00 PM,NYC,"QNS, E and F Trains, Delays",Northbound E/F trains are running with delays after NYPD removed someone who was being disruptive on a train at Jackson Hts-Roosevelt Av.,Jackson Hts-Roosevelt Av,disruptive
11/28/22 12:17 PM,NYC,"BKLYN, 4 and 5 Trains, Delays",Northbound 4/5 trains are running with delays after we removed a train with a mechanical problem from service at Atlantic Av-Barclays Ctr.,Atlantic Av-Barclays Ctr,mechanical problem
11/28/22 11:45 AM,NYC,"MANH, 1 Train, Delays",Northbound 1 trains are delayed while EMS responds to someone in need of medical help at Times Sq-42 St.,Times Sq-42 St,EMS
11/28/22 11:21 AM,NYC,"BKLYN, MANH, QNS, A, C, and F Trains, Multiple Changes",Some northbound F via the A/C line from Jay St-MetroTech to W 4 St-Wash Sq. Some northbound F via the G line from Bergen St to Queens Plaza. Some Forest Hills-71 Av-bound M trains will end at Chambers St on the J line. Expect a longer wait for northbound A/C trains while they share the track with rerouted trains.,Chambers St on the J line,
11/28/22 10:27 AM,NYC,"BKLYN, J and M Trains, Multiple Changes",Some Metropolitan Av-bound M trains are running on the express track from Marcy Av to Myrtle Av. We are addressing a signal problem near Flushing Av. Broad St-bound J trains are running on the local track from Myrtle Av to Marcy Av. Jamaica-bound J and Metropolitan Av-bound M trains are running with delays.,Flushing Av,signal
11/28/22 10:11 AM,NYC,"MANH, R and W Trains, Delays",Southbound R/W trains are delayed while we investigate why a train's brakes were activated at City Hall.,City Hall,brake
11/28/22 10:00 AM,NYC,"BKLYN, 2 and 3 Trains, Delays",Northbound 2/3 trains are running with delays after we removed a train with a door problem from service at Clark St.,Clark St,door
11/28/22 9:46 AM,NYC,"MANH, 6 Train, Delays",Northbound 6 trains are running with delays after NYPD responded to someone being disruptive at Grand Central-42 St.,Grand Central-42 St,disruptive
11/28/22 9:46 AM,NYC,"MANH, B, F, and M Trains, Delays",Northbound B/F/M trains are running with delays after we removed a train with a mechanical problem from service at W 4 St-Wash Sq.,W 4 St-Wash Sq,mechanical problem
11/28/22 9:25 AM,NYC,"MANH, L Train, Delays",8 Av-bound L trains are running with delays after we removed a train with a mechanical problem from service at 8 Av.,8 Av,mechanical problem
11/28/22 9:24 AM,NYC,"B, D, F, and M Trains, Delays",Southbound B/D/F/M trains are running with delays while we move a train with a mechanical problem in Lower Manhattan.,,mechanical problem
11/28/22 8:49 AM,NYC,"BX, 2 and 5 Trains, Delays",Southbound 2/5 trains are running with delays after we removed a train with a mechanical problem from service at 149 St-Grand Concourse.,149 St-Grand Concourse,mechanical problem
11/28/22 8:45 AM,NYC,"BKLYN, A Train, Delays",Northbound A trains are running with delays after we removed a train with a mechanical problem from service at Utica Av.,Utica Av,mechanical problem
11/28/22 8:25 AM,NYC,"BX, 6 Train, Delays",Southbound 6 trains are running with delays after we addressed a signal malfunction at 3 Av-138 St.,3 Av-138 St,signal
11/28/22 8:22 AM,NYC,"QNS, A and Rockaway Park S Trains, Delays",Northbound A and H trains are running with delays while we address a signal problem at Rockaway Park-Beach 116 St.,Rockaway Park-Beach 116 St,signal
